1.5	4.05E-02
2.5	5.10E+02
3.5	1.01E+04
4.5	3.54E+04
5.5	6.17E+04
6.5	8.02E+04
7.5	8.77E+04
8.5	1.12E+05
9.5	8.90E+04
10.5	6.60E+04
11.5	5.66E+04
12.5	4.83E+04
13.5	4.61E+04
14.5	4.38E+04
15.5	4.21E+04
16.5	3.87E+04
17.5	3.60E+04
18.5	3.29E+04
19.5	2.99E+04
20.5	2.75E+04
21.5	2.43E+04
22.5	2.19E+04
23.5	1.83E+04
24.5	1.61E+04
25.5	1.30E+04
26.5	1.03E+04
27.5	7.26E+03
28.5	4.72E+03
29.5	1.89E+03
30.5	0.00E+00
